"id";"Title";"OBJ";"IDACT";"IDREL";"DATEEVENEMENT";"ACTION";"ANCIENNEVALEUR";"NOUVELLEVALEUR";"ACTEUR";"ANOMALIEDETECTEE";"CONTROLEPASCARA";"VERROUILLE";"NOTES";"IDJRN";"OBJREF";"CODE";"NOM";"STATUT";"ANOMALIE";"SCRIPTSOURCE";"TYPEEVENEMENTREF";"SOURCEREF";"RESULTATREF";"Modified";"Created";"Author";"Editor"
"553";"DSE-AUDIT-002-20260912-070916-CONTROLE-23";"";"";"";"12/09/2026 07:09:35";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000024; NOMLISTE=OBJ-ORG-COMPTE; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-23";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:10";"09/12/2026 05:09:38";"";""
"554";"DSE-AUDIT-002-20260912-070916-CONTROLE-24";"";"";"";"12/09/2026 07:09:36";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000025; NOMLISTE=OBJ-ORG-CONTACT; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-24";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:12";"09/12/2026 05:09:38";"";""
"555";"DSE-AUDIT-002-20260912-070916-CONTROLE-25";"";"";"";"12/09/2026 07:09:37";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000026; NOMLISTE=OBJ-PWS; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-25";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:13";"09/12/2026 05:09:38";"";""
"556";"DSE-AUDIT-002-20260912-070916-CONTROLE-26";"";"";"";"12/09/2026 07:09:37";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000027; NOMLISTE=OBJ-REF-00; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-26";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:15";"09/12/2026 05:09:39";"";""
"557";"DSE-AUDIT-002-20260912-070916-CONTROLE-27";"";"";"";"12/09/2026 07:09:38";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000028; NOMLISTE=OBJ-REF-10; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-27";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:16";"09/12/2026 05:09:41";"";""
"558";"DSE-AUDIT-002-20260912-070916-CONTROLE-28";"";"";"";"12/09/2026 07:09:39";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000029; NOMLISTE=OBJ-REF-20; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-28";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:18";"09/12/2026 05:09:41";"";""
"559";"DSE-AUDIT-002-20260912-070916-CONTROLE-29";"";"";"";"12/09/2026 07:09:40";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000030; NOMLISTE=OBJ-REF-30; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-29";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:19";"09/12/2026 05:09:41";"";""
"560";"DSE-AUDIT-002-20260912-070916-CONTROLE-30";"";"";"";"12/09/2026 07:09:40";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000031; NOMLISTE=OBJ-REF-40; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-30";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:22";"09/12/2026 05:09:42";"";""
"561";"DSE-AUDIT-002-20260912-070916-CONTROLE-31";"";"";"";"12/09/2026 07:09:41";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000032; NOMLISTE=OBJ-REF-50; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-31";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:22";"09/12/2026 05:09:43";"";""
"562";"DSE-AUDIT-002-20260912-070916-CONTROLE-32";"";"";"";"12/09/2026 07:09:42";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000033; NOMLISTE=OBJ-REF-60; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-32";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:25";"09/12/2026 05:09:44";"";""
"563";"DSE-AUDIT-002-20260912-070916-CONTROLE-33";"";"";"";"12/09/2026 07:09:42";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000034; NOMLISTE=OBJ-REF-70; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-33";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:26";"09/12/2026 05:09:44";"";""
"564";"DSE-AUDIT-002-20260912-070916-CONTROLE-34";"";"";"";"12/09/2026 07:09:43";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000035; NOMLISTE=OBJ-REF-80; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-34";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:27";"09/12/2026 05:09:45";"";""
"565";"DSE-AUDIT-002-20260912-070916-CONTROLE-35";"";"";"";"12/09/2026 07:09:44";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000036; NOMLISTE=OBJ-REF-90; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-35";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:29";"09/12/2026 05:09:46";"";""
"566";"DSE-AUDIT-002-20260912-070916-CONTROLE-36";"";"";"";"12/09/2026 07:09:45";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000037; NOMLISTE=OBJ-REF-95; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-36";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:30";"09/12/2026 05:09:47";"";""
"567";"DSE-AUDIT-002-20260912-070916-CONTROLE-37";"";"";"";"12/09/2026 07:09:46";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000038; NOMLISTE=OBJ-REF-DOMAINE; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-37";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:32";"09/12/2026 05:09:47";"";""
"568";"DSE-AUDIT-002-20260912-070916-CONTROLE-38";"";"";"";"12/09/2026 07:09:46";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000039; NOMLISTE=OBJ-REF-LST-STATUT; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-38";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:33";"09/12/2026 05:09:48";"";""
"569";"DSE-AUDIT-002-20260912-070916-CONTROLE-39";"";"";"";"12/09/2026 07:09:47";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000040; NOMLISTE=OBJ-REF-LST-TYPE; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-39";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:35";"09/12/2026 05:09:49";"";""
"570";"DSE-AUDIT-002-20260912-070916-CONTROLE-40";"";"";"";"12/09/2026 07:09:48";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000041; NOMLISTE=OBJ-REF-ORG-COMPTE-TYPE; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-40";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:36";"09/12/2026 05:09:50";"";""
"571";"DSE-AUDIT-002-20260912-070916-CONTROLE-41";"";"";"";"12/09/2026 07:09:49";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000042; NOMLISTE=OBJ-REF-ORG-CONTACT-TYPE; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-41";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:39";"09/12/2026 05:09:50";"";""
"572";"DSE-AUDIT-002-20260912-070916-CONTROLE-42";"";"";"";"12/09/2026 07:09:49";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000043; NOMLISTE=OBJ-REF-ORG-SECTEUR; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-42";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:39";"09/12/2026 05:09:51";"";""
"573";"DSE-AUDIT-002-20260912-070916-CONTROLE-43";"";"";"";"12/09/2026 07:09:50";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000044; NOMLISTE=OBJ-REF-ORG-STATUT; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-43";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:41";"09/12/2026 05:09:52";"";""
"574";"DSE-AUDIT-002-20260912-070916-CONTROLE-44";"";"";"";"12/09/2026 07:09:51";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000045; NOMLISTE=OBJ-REF-ORG-TYPE; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-44";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:42";"09/12/2026 05:09:53";"";""
"575";"DSE-AUDIT-002-20260912-070916-CONTROLE-45";"";"";"";"12/09/2026 07:09:51";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000046; NOMLISTE=OBJ-REL; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-45";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:45";"09/12/2026 05:09:53";"";""
"576";"DSE-AUDIT-002-20260912-070916-CONTROLE-46";"";"";"";"12/09/2026 07:09:52";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000047; NOMLISTE=OBJ-SITE; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-46";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:45";"09/12/2026 05:09:54";"";""
"577";"DSE-AUDIT-002-20260912-070916-CONTROLE-47";"";"";"";"12/09/2026 07:09:53";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000048; NOMLISTE=OBJ-STATUT; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-47";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:47";"09/12/2026 05:09:55";"";""
"578";"DSE-AUDIT-002-20260912-070916-CONTROLE-48";"";"";"";"12/09/2026 07:09:54";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000049; NOMLISTE=Pages; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-48";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:48";"09/12/2026 05:09:56";"";""
"579";"DSE-AUDIT-002-20260912-070916-CONTROLE-49";"";"";"";"12/09/2026 07:09:54";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000050; NOMLISTE=Pièces jointes; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-49";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:50";"09/12/2026 05:09:56";"";""
"580";"DSE-AUDIT-002-20260912-070916-CONTROLE-50";"";"";"";"12/09/2026 07:09:55";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000051; NOMLISTE=ZZ-ARCHIVE-DSE-AUTRE - Bibliothèque de styles; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-50";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:51";"09/12/2026 05:09:57";"";""
"581";"DSE-AUDIT-002-20260912-070916-CONTROLE-51";"";"";"";"12/09/2026 07:09:56";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000052; NOMLISTE=ZZ-ARCHIVE-DSE-AUTRE - Modèles de formulaire; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-51";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:53";"09/12/2026 05:09:58";"";""
"582";"DSE-AUDIT-002-20260912-070916-CONTROLE-53";"";"";"";"12/09/2026 07:09:57";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000053; NOMLISTE=ZZ-ARCHIVE-DSE-Ressources d’assistant; RESULTAT=AVERTISSEMENT; SCORE=80; ANOMALIES=PROPRIETAIRE; EQUIPE";"DSE-AUDIT-002-20260912-070916-CONTROLE-53";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:54";"09/12/2026 05:09:59";"";""
"583";"DSE-AUDIT-002-20260912-070916-FIN";"";"";"";"12/09/2026 07:09:59";"FIN";"";"";"";"Oui";"Non";"Non";"Controles=52; Conformes=0; Avertissements=52; Erreurs=0; CSV=https://blogssite.sharepoint.com/sites/Bibliotheque/DSEAUDITS/RAPPORTS/DSE-AUDIT-002-GOUVERNANCE-20260912-070916.csv; Aucune correction automatique.";"DSE-AUDIT-002-20260912-070916-FIN";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:56";"09/12/2026 05:10:01";"";""
"584";"DSE-AUDIT-002-20260912-074205-DEBUT";"";"";"";"12/09/2026 07:42:06";"DEBUT";"";"";"";"Non";"Non";"Non";"Demarrage de DSE-AUDIT-002 Phase 2. Audit en lecture seule. Aucune correction automatique.";"DSE-AUDIT-002-20260912-074205-DEBUT";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - SUCCES";"";"";"";"";"";"";"";"";"09/17/2026 13:51:57";"09/12/2026 05:42:08";"";""
"585";"DSE-AUDIT-002-20260912-074205-CONTROLE-1";"";"";"";"12/09/2026 07:42:08";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000001; NOMLISTE=DOC - Documents; RESULTAT=AVERTISSEMENT; SCORE=90; ANOMALIES=EQUIPE";"DSE-AUDIT-002-20260912-074205-CONTROLE-1";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:51:59";"09/12/2026 05:42:10";"";""
"586";"DSE-AUDIT-002-20260912-074205-CONTROLE-2";"";"";"";"12/09/2026 07:42:09";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000002; NOMLISTE=DSE - Coffre Ford; RESULTAT=AVERTISSEMENT; SCORE=90; ANOMALIES=EQUIPE";"DSE-AUDIT-002-20260912-074205-CONTROLE-2";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:52:00";"09/12/2026 05:42:11";"";""
"587";"DSE-AUDIT-002-20260912-074205-CONTROLE-3";"";"";"";"12/09/2026 07:42:09";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000003; NOMLISTE=OBJ; RESULTAT=AVERTISSEMENT; SCORE=90; ANOMALIES=EQUIPE";"DSE-AUDIT-002-20260912-074205-CONTROLE-3";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:52:02";"09/12/2026 05:42:11";"";""
"588";"DSE-AUDIT-002-20260912-074205-CONTROLE-4";"";"";"";"12/09/2026 07:42:10";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000005; NOMLISTE=OBJ-AUDIT; RESULTAT=AVERTISSEMENT; SCORE=90; ANOMALIES=EQUIPE";"DSE-AUDIT-002-20260912-074205-CONTROLE-4";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:52:03";"09/12/2026 05:42:12";"";""
"589";"DSE-AUDIT-002-20260912-074205-CONTROLE-5";"";"";"";"12/09/2026 07:42:11";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000006; NOMLISTE=OBJ-GEO-CAPITALE; RESULTAT=AVERTISSEMENT; SCORE=90; ANOMALIES=EQUIPE";"DSE-AUDIT-002-20260912-074205-CONTROLE-5";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:52:05";"09/12/2026 05:42:13";"";""
"590";"DSE-AUDIT-002-20260912-074205-CONTROLE-6";"";"";"";"12/09/2026 07:42:12";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000007; NOMLISTE=OBJ-GEO-CONTINENT; RESULTAT=AVERTISSEMENT; SCORE=90; ANOMALIES=EQUIPE";"DSE-AUDIT-002-20260912-074205-CONTROLE-6";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:52:06";"09/12/2026 05:42:14";"";""
"591";"DSE-AUDIT-002-20260912-074205-CONTROLE-7";"";"";"";"12/09/2026 07:42:13";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000008; NOMLISTE=OBJ-GEO-DEPARTEMENT; RESULTAT=AVERTISSEMENT; SCORE=90; ANOMALIES=EQUIPE";"DSE-AUDIT-002-20260912-074205-CONTROLE-7";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:52:08";"09/12/2026 05:42:14";"";""
"592";"DSE-AUDIT-002-20260912-074205-CONTROLE-8";"";"";"";"12/09/2026 07:42:13";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000009; NOMLISTE=OBJ-GEO-DEVISE; RESULTAT=AVERTISSEMENT; SCORE=90; ANOMALIES=EQUIPE";"DSE-AUDIT-002-20260912-074205-CONTROLE-8";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:52:09";"09/12/2026 05:42:15";"";""
"593";"DSE-AUDIT-002-20260912-074205-CONTROLE-9";"";"";"";"12/09/2026 07:42:14";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000010; NOMLISTE=OBJ-GEO-FUSEAU-HORAIRE; RESULTAT=AVERTISSEMENT; SCORE=90; ANOMALIES=EQUIPE";"DSE-AUDIT-002-20260912-074205-CONTROLE-9";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:52:10";"09/12/2026 05:42:16";"";""
"594";"DSE-AUDIT-002-20260912-074205-CONTROLE-10";"";"";"";"12/09/2026 07:42:15";"AUDIT GOUVERNANCE OBJ-LST";"";"";"";"Oui";"Non";"Non";"IDLST=LST-000011; NOMLISTE=OBJ-GEO-LANGUE; RESULTAT=AVERTISSEMENT; SCORE=90; ANOMALIES=EQUIPE";"DSE-AUDIT-002-20260912-074205-CONTROLE-10";"JOURNAL - TYPEEVENEMENT - CONTROLE | JOURNAL - SOURCE - WORKFLOW | JOURNAL - RESULTAT - AVERTISSEMENT";"";"";"";"";"";"";"";"";"09/17/2026 13:52:13";"09/12/2026 05:42:17";"";""
