"id";"Title";"IDGeoVille";"CodeVille";"CodePostal";"Latitude";"Longitude";"DescriptionVille";"Actif";"OrdreAffichage";"ValidationDSE";"Verrouille";"ControlePascAra";"AnomalieDetectee";"NotesDSE";"Modified";"OBJREF";"DepartementGeo";"Created";"Author";"Editor"
"20227";"Manheulles";"55317";"55317";"55160";"49.111";"5.598";"";"Oui";"20226";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:29";"";"";"09/10/2026 13:45:29";"";""
"20228";"Marchéville-en-Woëvre";"55320";"55320";"55160";"49.089";"5.68";"";"Oui";"20227";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:30";"";"";"09/10/2026 13:45:30";"";""
"20229";"Marre";"55321";"55321";"55100";"49.211";"5.302";"";"Oui";"20228";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:31";"";"";"09/10/2026 13:45:31";"";""
"20230";"Marson-sur-Barboure";"55322";"55322";"55190";"48.641";"5.445";"";"Oui";"20229";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:32";"";"";"09/10/2026 13:45:32";"";""
"20231";"Martincourt-sur-Meuse";"55323";"55323";"55700";"49.533";"5.173";"";"Oui";"20230";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:33";"";"";"09/10/2026 13:45:33";"";""
"20232";"Marville";"55324";"55324";"55600";"49.454";"5.458";"";"Oui";"20231";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:34";"";"";"09/10/2026 13:45:34";"";""
"20233";"Maucourt-sur-Orne";"55325";"55325";"55400";"49.248";"5.511";"";"Oui";"20232";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:34";"";"";"09/10/2026 13:45:34";"";""
"20234";"Maulan";"55326";"55326";"55500";"48.668";"5.253";"";"Oui";"20233";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:35";"";"";"09/10/2026 13:45:35";"";""
"20235";"Mauvages";"55327";"55327";"55190";"48.594";"5.555";"";"Oui";"20234";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:36";"";"";"09/10/2026 13:45:36";"";""
"20236";"Maxey-sur-Vaise";"55328";"55328";"55140";"48.537";"5.667";"";"Oui";"20235";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:37";"";"";"09/10/2026 13:45:37";"";""
"20237";"Mécrin";"55329";"55329";"55300";"48.825";"5.532";"";"Oui";"20236";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:37";"";"";"09/10/2026 13:45:37";"";""
"20238";"Méligny-le-Grand";"55330";"55330";"55190";"48.677";"5.492";"";"Oui";"20237";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:38";"";"";"09/10/2026 13:45:38";"";""
"20239";"Méligny-le-Petit";"55331";"55331";"55190";"48.661";"5.467";"";"Oui";"20238";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:39";"";"";"09/10/2026 13:45:39";"";""
"20240";"Menaucourt";"55332";"55332";"55500";"48.65";"5.355";"";"Oui";"20239";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:40";"";"";"09/10/2026 13:45:40";"";""
"20241";"Ménil-aux-Bois";"55333";"55333";"55260";"48.806";"5.444";"";"Oui";"20240";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:41";"";"";"09/10/2026 13:45:41";"";""
"20242";"Ménil-la-Horgne";"55334";"55334";"55190";"48.703";"5.528";"";"Oui";"20241";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:41";"";"";"09/10/2026 13:45:41";"";""
"20243";"Ménil-sur-Saulx";"55335";"55335";"55500";"48.627";"5.217";"";"Oui";"20242";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:42";"";"";"09/10/2026 13:45:42";"";""
"20244";"Merles-sur-Loison";"55336";"55336";"55150";"49.379";"5.48";"";"Oui";"20243";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:43";"";"";"09/10/2026 13:45:43";"";""
"20245";"Milly-sur-Bradon";"55338";"55338";"55110";"49.398";"5.206";"";"Oui";"20244";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:44";"";"";"09/10/2026 13:45:44";"";""
"20246";"Mogeville";"55339";"55339";"55400";"49.242";"5.53";"";"Oui";"20245";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:45";"";"";"09/10/2026 13:45:45";"";""
"20247";"Mognéville";"55340";"55340";"55800";"48.783";"5.006";"";"Oui";"20246";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:46";"";"";"09/10/2026 13:45:46";"";""
"20248";"Moirey-Flabas-Crépion";"55341";"55341";"55150";"49.306";"5.403";"";"Oui";"20247";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:46";"";"";"09/10/2026 13:45:46";"";""
"20249";"Montblainville";"55343";"55343";"55270";"49.247";"5.012";"";"Oui";"20248";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:47";"";"";"09/10/2026 13:45:47";"";""
"20250";"Montbras";"55344";"55344";"55140";"48.527";"5.694";"";"Oui";"20249";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:48";"";"";"09/10/2026 13:45:48";"";""
"20251";"Mont-devant-Sassey";"55345";"55345";"55110";"49.411";"5.167";"";"Oui";"20250";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:49";"";"";"09/10/2026 13:45:49";"";""
"20252";"Montfaucon-d'Argonne";"55346";"55346";"55270";"49.272";"5.133";"";"Oui";"20251";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:50";"";"";"09/10/2026 13:45:50";"";""
"20253";"Les Monthairons";"55347";"55347";"55320";"49.049";"5.412";"";"Oui";"20252";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:51";"";"";"09/10/2026 13:45:51";"";""
"20254";"Montiers-sur-Saulx";"55348";"55348";"55290";"48.532";"5.267";"";"Oui";"20253";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:51";"";"";"09/10/2026 13:45:51";"";""
"20255";"Montigny-devant-Sassey";"55349";"55349";"55110";"49.433";"5.152";"";"Oui";"20254";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:52";"";"";"09/10/2026 13:45:52";"";""
"20256";"Montigny-lès-Vaucouleurs";"55350";"55350";"55140";"48.588";"5.632";"";"Oui";"20255";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:53";"";"";"09/10/2026 13:45:53";"";""
"20257";"Montmédy";"55351";"55351";"55600";"49.52";"5.366";"";"Oui";"20256";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:54";"";"";"09/10/2026 13:45:54";"";""
"20258";"Montplonne";"55352";"55352";"55000";"48.689";"5.169";"";"Oui";"20257";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:54";"";"";"09/10/2026 13:45:54";"";""
"20259";"Montsec";"55353";"55353";"55300";"48.891";"5.719";"";"Oui";"20258";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:55";"";"";"09/10/2026 13:45:55";"";""
"20260";"Montzéville";"55355";"55355";"55100";"49.19";"5.222";"";"Oui";"20259";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:56";"";"";"09/10/2026 13:45:56";"";""
"20261";"Moranville";"55356";"55356";"55400";"49.176";"5.546";"";"Oui";"20260";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:58";"";"";"09/10/2026 13:45:58";"";""
"20262";"Morgemoulin";"55357";"55357";"55400";"49.233";"5.581";"";"Oui";"20261";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:58";"";"";"09/10/2026 13:45:58";"";""
"20263";"Chanteraine";"55358";"55358";"55500";"48.68";"5.37";"";"Oui";"20262";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:58";"";"";"09/10/2026 13:45:58";"";""
"20264";"Morley";"55359";"55359";"55290";"48.578";"5.247";"";"Oui";"20263";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:45:59";"";"";"09/10/2026 13:45:59";"";""
"20265";"Mouilly";"55360";"55360";"55108";"49.05";"5.534";"";"Oui";"20264";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:00";"";"";"09/10/2026 13:46:00";"";""
"20266";"Moulainville";"55361";"55361";"55400";"49.162";"5.497";"";"Oui";"20265";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:01";"";"";"09/10/2026 13:46:01";"";""
"20267";"Moulins-Saint-Hubert";"55362";"55362";"55700";"49.579";"5.124";"";"Oui";"20266";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:02";"";"";"09/10/2026 13:46:02";"";""
"20268";"Moulotte";"55363";"55363";"55160";"49.102";"5.739";"";"Oui";"20267";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:02";"";"";"09/10/2026 13:46:02";"";""
"20269";"Mouzay";"55364";"55364";"55700";"49.462";"5.217";"";"Oui";"20268";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:03";"";"";"09/10/2026 13:46:03";"";""
"20270";"Murvaux";"55365";"55365";"55110";"49.391";"5.244";"";"Oui";"20269";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:04";"";"";"09/10/2026 13:46:04";"";""
"20271";"Val-d'Ornain";"55366";"55366";"55000";"48.802";"5.069";"";"Oui";"20270";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:05";"";"";"09/10/2026 13:46:05";"";""
"20272";"Muzeray";"55367";"55367";"55230";"49.339";"5.623";"";"Oui";"20271";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:06";"";"";"09/10/2026 13:46:06";"";""
"20273";"Naives-en-Blois";"55368";"55368";"55190";"48.662";"5.547";"";"Oui";"20272";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:06";"";"";"09/10/2026 13:46:06";"";""
"20274";"Naives-Rosières";"55369";"55369";"55000";"48.796";"5.218";"";"Oui";"20273";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:07";"";"";"09/10/2026 13:46:07";"";""
"20275";"Naix-aux-Forges";"55370";"55370";"55500";"48.637";"5.377";"";"Oui";"20274";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:09";"";"";"09/10/2026 13:46:09";"";""
"20276";"Nançois-le-Grand";"55371";"55371";"55500";"48.716";"5.382";"";"Oui";"20275";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:09";"";"";"09/10/2026 13:46:09";"";""
"20277";"Nançois-sur-Ornain";"55372";"55372";"55500";"48.712";"5.3";"";"Oui";"20276";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:10";"";"";"09/10/2026 13:46:10";"";""
"20278";"Nant-le-Grand";"55373";"55373";"55500";"48.677";"5.225";"";"Oui";"20277";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:10";"";"";"09/10/2026 13:46:10";"";""
"20279";"Nant-le-Petit";"55374";"55374";"55500";"48.655";"5.214";"";"Oui";"20278";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:11";"";"";"09/10/2026 13:46:11";"";""
"20280";"Nantillois";"55375";"55375";"55270";"49.299";"5.14";"";"Oui";"20279";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:12";"";"";"09/10/2026 13:46:12";"";""
"20281";"Nantois";"55376";"55376";"55500";"48.637";"5.352";"";"Oui";"20280";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:13";"";"";"09/10/2026 13:46:13";"";""
"20282";"Nepvant";"55377";"55377";"55700";"49.538";"5.224";"";"Oui";"20281";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:13";"";"";"09/10/2026 13:46:13";"";""
"20283";"Nettancourt";"55378";"55378";"55800";"48.874";"4.943";"";"Oui";"20282";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:14";"";"";"09/10/2026 13:46:14";"";""
"20284";"Le Neufour";"55379";"55379";"55120";"49.132";"4.982";"";"Oui";"20283";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:15";"";"";"09/10/2026 13:46:15";"";""
"20285";"Neuville-en-Verdunois";"55380";"55380";"55260";"48.944";"5.297";"";"Oui";"20284";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:16";"";"";"09/10/2026 13:46:16";"";""
"20286";"Neuville-lès-Vaucouleurs";"55381";"55381";"55140";"48.578";"5.673";"";"Oui";"20285";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:17";"";"";"09/10/2026 13:46:17";"";""
"20287";"Neuville-sur-Ornain";"55382";"55382";"55800";"48.823";"5.044";"";"Oui";"20286";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:18";"";"";"09/10/2026 13:46:18";"";""
"20288";"Neuvilly-en-Argonne";"55383";"55383";"55120";"49.161";"5.059";"";"Oui";"20287";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:18";"";"";"09/10/2026 13:46:18";"";""
"20289";"Nicey-sur-Aire";"55384";"55384";"55260";"48.885";"5.335";"";"Oui";"20288";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:19";"";"";"09/10/2026 13:46:19";"";""
"20290";"Nixéville-Blercourt";"55385";"55385";"55120";"49.11";"5.275";"";"Oui";"20289";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:20";"";"";"09/10/2026 13:46:20";"";""
"20291";"Nonsard-Lamarche";"55386";"55386";"55210";"48.932";"5.762";"";"Oui";"20290";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:21";"";"";"09/10/2026 13:46:21";"";""
"20292";"Nouillonpont";"55387";"55387";"55230";"49.358";"5.64";"";"Oui";"20291";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:22";"";"";"09/10/2026 13:46:22";"";""
"20293";"Noyers-Auzécourt";"55388";"55388";"55800";"48.884";"4.972";"";"Oui";"20292";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:22";"";"";"09/10/2026 13:46:22";"";""
"20294";"Nubécourt";"55389";"55389";"55250";"49.0";"5.174";"";"Oui";"20293";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:23";"";"";"09/10/2026 13:46:23";"";""
"20295";"Olizy-sur-Chiers";"55391";"55391";"55700";"49.557";"5.223";"";"Oui";"20294";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:24";"";"";"09/10/2026 13:46:24";"";""
"20296";"Ornes";"55394";"55394";"55150";"49.253";"5.472";"";"Oui";"20295";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:26";"";"";"09/10/2026 13:46:26";"";""
"20297";"Osches";"55395";"55395";"55220";"49.048";"5.255";"";"Oui";"20296";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:26";"";"";"09/10/2026 13:46:26";"";""
"20298";"Ourches-sur-Meuse";"55396";"55396";"55190";"48.66";"5.705";"";"Oui";"20297";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:27";"";"";"09/10/2026 13:46:27";"";""
"20299";"Pagny-la-Blanche-Côte";"55397";"55397";"55140";"48.541";"5.721";"";"Oui";"20298";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:27";"";"";"09/10/2026 13:46:27";"";""
"20300";"Pagny-sur-Meuse";"55398";"55398";"55190";"48.688";"5.72";"";"Oui";"20299";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:28";"";"";"09/10/2026 13:46:28";"";""
"20301";"Pareid";"55399";"55399";"55160";"49.118";"5.715";"";"Oui";"20300";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:29";"";"";"09/10/2026 13:46:29";"";""
"20302";"Parfondrupt";"55400";"55400";"55400";"49.157";"5.727";"";"Oui";"20301";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:30";"";"";"09/10/2026 13:46:30";"";""
"20303";"Les Paroches";"55401";"55401";"55300";"48.91";"5.514";"";"Oui";"20302";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:31";"";"";"09/10/2026 13:46:31";"";""
"20304";"Peuvillers";"55403";"55403";"55150";"49.37";"5.394";"";"Oui";"20303";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:32";"";"";"09/10/2026 13:46:32";"";""
"20305";"Pierrefitte-sur-Aire";"55404";"55404";"55260";"48.898";"5.33";"";"Oui";"20304";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:33";"";"";"09/10/2026 13:46:33";"";""
"20306";"Pillon";"55405";"55405";"55230";"49.376";"5.574";"";"Oui";"20305";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:34";"";"";"09/10/2026 13:46:34";"";""
"20307";"Pintheville";"55406";"55406";"55160";"49.109";"5.664";"";"Oui";"20306";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:34";"";"";"09/10/2026 13:46:34";"";""
"20308";"Pont-sur-Meuse";"55407";"55407";"55200";"48.802";"5.548";"";"Oui";"20307";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:35";"";"";"09/10/2026 13:46:35";"";""
"20309";"Pouilly-sur-Meuse";"55408";"55408";"55700";"49.54";"5.109";"";"Oui";"20308";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:36";"";"";"09/10/2026 13:46:36";"";""
"20310";"Pretz-en-Argonne";"55409";"55409";"55250";"48.958";"5.15";"";"Oui";"20309";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:38";"";"";"09/10/2026 13:46:38";"";""
"20311";"Quincy-Landzécourt";"55410";"55410";"55600";"49.494";"5.297";"";"Oui";"20310";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:38";"";"";"09/10/2026 13:46:38";"";""
"20312";"Rambluzin-et-Benoite-Vaux";"55411";"55411";"55220";"48.998";"5.335";"";"Oui";"20311";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:39";"";"";"09/10/2026 13:46:39";"";""
"20313";"Rambucourt";"55412";"55412";"55300";"48.844";"5.759";"";"Oui";"20312";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:39";"";"";"09/10/2026 13:46:39";"";""
"20314";"Rancourt-sur-Ornain";"55414";"55414";"55800";"48.826";"4.915";"";"Oui";"20313";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:40";"";"";"09/10/2026 13:46:40";"";""
"20315";"Ranzières";"55415";"55415";"55300";"49.019";"5.493";"";"Oui";"20314";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:41";"";"";"09/10/2026 13:46:41";"";""
"20316";"Rarécourt";"55416";"55416";"55120";"49.077";"5.123";"";"Oui";"20315";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:42";"";"";"09/10/2026 13:46:42";"";""
"20317";"Récicourt";"55419";"55419";"55120";"49.141";"5.158";"";"Oui";"20316";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:43";"";"";"09/10/2026 13:46:43";"";""
"20318";"Récourt-le-Creux";"55420";"55420";"55220";"49.005";"5.392";"";"Oui";"20317";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:44";"";"";"09/10/2026 13:46:44";"";""
"20319";"Reffroy";"55421";"55421";"55190";"48.63";"5.467";"";"Oui";"20318";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:44";"";"";"09/10/2026 13:46:44";"";""
"20320";"Regnéville-sur-Meuse";"55422";"55422";"55110";"49.253";"5.326";"";"Oui";"20319";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:45";"";"";"09/10/2026 13:46:45";"";""
"20321";"Rembercourt-Sommaisne";"55423";"55423";"55250";"48.911";"5.178";"";"Oui";"20320";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:46";"";"";"09/10/2026 13:46:46";"";""
"20322";"Remennecourt";"55424";"55424";"55800";"48.802";"4.92";"";"Oui";"20321";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:48";"";"";"09/10/2026 13:46:48";"";""
"20323";"Remoiville";"55425";"55425";"55600";"49.444";"5.36";"";"Oui";"20322";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 13:46:48";"";"";"09/10/2026 13:46:48";"";""
