"id";"Title";"CODE";"NOTECOURTE";"NOTELONGUE";"SOURCEORIGINE";"IDSOURCEORIGINE";"VALIDATIONMIGRATION";"ACTIF";"VERROUILLE";"ANOMALIEDETECTEE";"ORDREAFFICHAGE";"DATEDERNIERCONTROLE";"OBJREF";"Modified";"Created";"Author";"Editor"
"214";"JOURNALISATION - OUI";"SCR-JRN-OUI";"Valeur centralisée pour System.Collections.Hashtable.Label.";"";"";"";"";"Oui";"Non";"Non";"";"";"";"09/18/2026 11:21:22";"09/18/2026 11:21:22";"";""
"215";"EXISTENCE-SCRIPT - PRESENTE";"EXI-PRESENTE";"Valeur centralisée pour System.Collections.Hashtable.Label.";"";"";"";"";"Oui";"Non";"Non";"";"";"";"09/18/2026 11:21:29";"09/18/2026 11:21:29";"";""
"216";"VERROUILLE - NON";"VER-NON";"Référence centralisée : objet non verrouillé.";"";"";"";"";"Oui";"Non";"Non";"";"";"";"09/18/2026 11:25:22";"09/18/2026 11:21:41";"";""
"217";"EXISTENCE-SCRIPT - PRESENTE-PLACEHOLDER";"EXI-PRESENTE-PLACEHOLDER";"Valeur centralisée pour System.Collections.Hashtable.Label.";"";"";"";"";"Oui";"Non";"Non";"";"";"";"09/18/2026 11:22:32";"09/18/2026 11:22:32";"";""
"218";"Accueil";"ACC";"Page d'accueil";"Page d'accueil";"OBJ-REF-96-TYPES-PAGES";"1";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/18/2026 14:44:38";"09/18/2026 14:44:38";"";""
"219";"Tableau de bord";"TDB";"Tableau de bord / dashboard";"Tableau de bord / dashboard";"OBJ-REF-96-TYPES-PAGES";"2";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/18/2026 14:44:39";"09/18/2026 14:44:39";"";""
"220";"Formulaire";"FOR";"Page de saisie / formulaire";"Page de saisie / formulaire";"OBJ-REF-96-TYPES-PAGES";"3";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/18/2026 14:44:40";"09/18/2026 14:44:40";"";""
"223";"Page de rapport";"RPP";"Page de restitution / rapport";"Page de restitution / rapport";"OBJ-REF-96-TYPES-PAGES";"4";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/18/2026 14:45:52";"09/18/2026 14:45:52";"";""
"224";"Portail";"POR";"Page portail / point d'entree";"Page portail / point d'entree";"OBJ-REF-96-TYPES-PAGES";"5";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/18/2026 14:45:53";"09/18/2026 14:45:53";"";""
"225";"Landing Page";"LAN";"Page d'atterrissage marketing";"Page d'atterrissage marketing";"OBJ-REF-96-TYPES-PAGES";"6";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/18/2026 14:45:54";"09/18/2026 14:45:54";"";""
"226";"Actualite";"ACTU";"Page de blog / actualite";"Page de blog / actualite";"OBJ-REF-96-TYPES-PAGES";"7";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/18/2026 14:45:55";"09/18/2026 14:45:55";"";""
"227";"Catalogue";"CAT";"Page de catalogue / liste";"Page de catalogue / liste";"OBJ-REF-96-TYPES-PAGES";"8";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/18/2026 14:45:57";"09/18/2026 14:45:57";"";""
"228";"Profil";"PRF";"Page de profil utilisateur / compte";"Page de profil utilisateur / compte";"OBJ-REF-96-TYPES-PAGES";"9";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/18/2026 14:45:57";"09/18/2026 14:45:57";"";""
"229";"Parametres";"CFG";"Page de parametrage / configuration";"Page de parametrage / configuration";"OBJ-REF-96-TYPES-PAGES";"10";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/18/2026 14:45:58";"09/18/2026 14:45:58";"";""
"230";"Recherche";"RCH";"Page de recherche";"Page de recherche";"OBJ-REF-96-TYPES-PAGES";"11";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/18/2026 14:45:58";"09/18/2026 14:45:58";"";""
"231";"Erreur";"ERR";"Page d'erreur (404, acces refuse, etc.)";"Page d'erreur (404, acces refuse, etc.)";"OBJ-REF-96-TYPES-PAGES";"12";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/18/2026 14:45:59";"09/18/2026 14:45:59";"";""
"232";"Default";"HEADERTYPE";"Type d'en-tete des pages de detail de liste (Set-PnPPage -HeaderType)";"Type d'en-tete des pages de detail de liste (Set-PnPPage -HeaderType)";"OBJ-REF-97-DESIGN-SHAR";"1";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/18/2026 16:23:43";"09/18/2026 16:23:43";"";""
"233";"NoImage";"HEADERLAYOUT";"Disposition d'en-tete des pages de detail de liste (Set-PnPPage -HeaderLayoutType)";"Disposition d'en-tete des pages de detail de liste (Set-PnPPage -HeaderLayoutType)";"OBJ-REF-97-DESIGN-SHAR";"2";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/18/2026 16:23:44";"09/18/2026 16:23:44";"";""
"234";"4";"WEBPARTHAUTEUR";"Hauteur du web part Liste dans les pages de detail (echelle SharePoint 1-6)";"Hauteur du web part Liste dans les pages de detail (echelle SharePoint 1-6)";"OBJ-REF-97-DESIGN-SHAR";"3";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/18/2026 16:23:44";"09/18/2026 16:23:44";"";""
"235";"Runbook";"RUNBOOK";"Element de type Runbook Azure Automation";"Element de type Runbook Azure Automation";"OBJ-REF-98-AUTOMATION";"1";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:09:14";"09/19/2026 06:09:14";"";""
"236";"Planification";"SCHED";"Element de type Schedule (planification) Azure Automation";"Element de type Schedule (planification) Azure Automation";"OBJ-REF-98-AUTOMATION";"2";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:09:15";"09/19/2026 06:09:15";"";""
"237";"New";"AUT-NEW";"Runbook cree mais pas encore publie";"Runbook cree mais pas encore publie";"OBJ-REF-98-AUTOMATION";"3";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:09:16";"09/19/2026 06:09:16";"";""
"238";"Published";"AUT-PUB";"Runbook publie (version active executable)";"Runbook publie (version active executable)";"OBJ-REF-98-AUTOMATION";"4";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:09:17";"09/19/2026 06:09:17";"";""
"239";"Completed";"JOB-OK";"Job termine avec succes";"Job termine avec succes";"OBJ-REF-98-AUTOMATION";"5";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:09:18";"09/19/2026 06:09:18";"";""
"240";"Failed";"JOB-KO";"Job termine en erreur";"Job termine en erreur";"OBJ-REF-98-AUTOMATION";"6";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:09:18";"09/19/2026 06:09:18";"";""
"241";"Stopped";"JOB-STOP";"Job arrete manuellement avant la fin";"Job arrete manuellement avant la fin";"OBJ-REF-98-AUTOMATION";"7";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:09:19";"09/19/2026 06:09:19";"";""
"242";"Running";"JOB-RUN";"Job en cours d'execution";"Job en cours d'execution";"OBJ-REF-98-AUTOMATION";"8";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:09:20";"09/19/2026 06:09:20";"";""
"243";"Domaine Referentiel";"DOM-RFT";"Listes de type referentiel central (OBJ-REF, OBJ)";"Listes de type referentiel central (OBJ-REF, OBJ)";"OBJ-REF-04-DOMAINES";"9";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:21";"09/19/2026 06:32:21";"";""
"244";"Domaine Geographie";"DOM-GEO";"Listes geographiques (OBJ-GEO-*)";"Listes geographiques (OBJ-GEO-*)";"OBJ-REF-04-DOMAINES";"10";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:23";"09/19/2026 06:32:23";"";""
"245";"Domaine Journal";"DOM-JRN";"Listes de journal / historique (OBJ-JRN*)";"Listes de journal / historique (OBJ-JRN*)";"OBJ-REF-04-DOMAINES";"11";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:24";"09/19/2026 06:32:24";"";""
"246";"Domaine Scripts";"DOM-SCR";"Listes de catalogue de scripts (OBJ-SCR-*)";"Listes de catalogue de scripts (OBJ-SCR-*)";"OBJ-REF-04-DOMAINES";"12";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:24";"09/19/2026 06:32:24";"";""
"247";"Domaine Pages";"DOM-PAG";"Listes de catalogue de pages (OBJ-PAG-*)";"Listes de catalogue de pages (OBJ-PAG-*)";"OBJ-REF-04-DOMAINES";"13";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:25";"09/19/2026 06:32:25";"";""
"248";"Domaine Automation";"DOM-AUT";"Listes liees a Azure Automation (OBJ-AUT, OBJ-JRN-AUT)";"Listes liees a Azure Automation (OBJ-AUT, OBJ-JRN-AUT)";"OBJ-REF-04-DOMAINES";"14";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:26";"09/19/2026 06:32:26";"";""
"249";"Domaine Organisation";"DOM-ORG";"Listes organisationnelles (OBJ-ORG*)";"Listes organisationnelles (OBJ-ORG*)";"OBJ-REF-04-DOMAINES";"15";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:27";"09/19/2026 06:32:27";"";""
"250";"Domaine Relations";"DOM-REL";"Listes de relations/affectations entre objets (OBJ-REL, OBJ-ACT)";"Listes de relations/affectations entre objets (OBJ-REL, OBJ-ACT)";"OBJ-REF-04-DOMAINES";"16";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:27";"09/19/2026 06:32:27";"";""
"251";"Domaine Objets";"DOM-OBJ";"Registre central des objets DSE (OBJ)";"Registre central des objets DSE (OBJ)";"OBJ-REF-04-DOMAINES";"17";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:28";"09/19/2026 06:32:28";"";""
"252";"Domaine Listes";"DOM-LST";"Inventaire des listes SharePoint elles-memes (OBJ-LST)";"Inventaire des listes SharePoint elles-memes (OBJ-LST)";"OBJ-REF-04-DOMAINES";"18";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:29";"09/19/2026 06:32:29";"";""
"253";"Domaine Sites";"DOM-SITE";"Listes de sites (OBJ-SITE)";"Listes de sites (OBJ-SITE)";"OBJ-REF-04-DOMAINES";"19";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:29";"09/19/2026 06:32:29";"";""
"254";"Domaine Modules";"DOM-MOD";"Listes de modules fonctionnels (OBJ-MODULE)";"Listes de modules fonctionnels (OBJ-MODULE)";"OBJ-REF-04-DOMAINES";"20";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:30";"09/19/2026 06:32:30";"";""
"255";"Domaine Parametres";"DOM-PAR";"Listes de parametrage (OBJ-PAR)";"Listes de parametrage (OBJ-PAR)";"OBJ-REF-04-DOMAINES";"21";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:31";"09/19/2026 06:32:31";"";""
"256";"Domaine Divers";"DOM-DIV";"Listes non encore classees precisement";"Listes non encore classees precisement";"OBJ-REF-04-DOMAINES";"22";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:32";"09/19/2026 06:32:32";"";""
"257";"Type Referentiel";"TL-REF";"Liste source unique de verite pour des valeurs de reference";"Liste source unique de verite pour des valeurs de reference";"OBJ-REF-99-TYPES-LISTES";"1";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:33";"09/19/2026 06:32:33";"";""
"258";"Type Journal";"TL-JRN";"Liste en ajout continu (historique, append-only)";"Liste en ajout continu (historique, append-only)";"OBJ-REF-99-TYPES-LISTES";"2";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:34";"09/19/2026 06:32:34";"";""
"259";"Type Catalogue";"TL-CAT";"Liste d'inventaire d'objets (scripts, pages, sites...)";"Liste d'inventaire d'objets (scripts, pages, sites...)";"OBJ-REF-99-TYPES-LISTES";"3";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:35";"09/19/2026 06:32:35";"";""
"260";"Type Association";"TL-ASO";"Liste de liaison many-to-many entre objets";"Liste de liaison many-to-many entre objets";"OBJ-REF-99-TYPES-LISTES";"4";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:35";"09/19/2026 06:32:35";"";""
"261";"Type Configuration";"TL-CFG";"Liste de parametrage/configuration";"Liste de parametrage/configuration";"OBJ-REF-99-TYPES-LISTES";"5";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:36";"09/19/2026 06:32:36";"";""
"262";"Type Registre";"TL-REG";"Registre central regroupant tous les objets DSE";"Registre central regroupant tous les objets DSE";"OBJ-REF-99-TYPES-LISTES";"6";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:32:37";"09/19/2026 06:32:37";"";""
"263";"Agent IA";"AGT";"Agent Copilot/IA (fichier .agent) heberge dans la bibliotheque de pages";"Agent Copilot/IA (fichier .agent) heberge dans la bibliotheque de pages";"OBJ-REF-96-TYPES-PAGES";"13";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 06:43:29";"09/19/2026 06:43:29";"";""
"264";"Client Direct";"CLI-DIR";"Client final, compte principal";"Client final, compte principal";"OBJ-REF-100-TYPES-CLIENTS";"1";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:18:24";"09/19/2026 07:18:24";"";""
"265";"Sous-Client";"CLI-SOU";"Client rattache a un compte parent (hierarchie)";"Client rattache a un compte parent (hierarchie)";"OBJ-REF-100-TYPES-CLIENTS";"2";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:18:24";"09/19/2026 07:18:24";"";""
"266";"Prospect";"CLI-PRO";"Contact commercial non encore client";"Contact commercial non encore client";"OBJ-REF-100-TYPES-CLIENTS";"3";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:18:25";"09/19/2026 07:18:25";"";""
"267";"Partenaire";"CLI-PAR";"Partenaire commercial/revendeur";"Partenaire commercial/revendeur";"OBJ-REF-100-TYPES-CLIENTS";"4";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:18:26";"09/19/2026 07:18:26";"";""
"268";"Abonnement";"ACH-ABO";"Achat recurrent (abonnement)";"Achat recurrent (abonnement)";"OBJ-REF-101-TYPES-ACHATS";"1";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:18:28";"09/19/2026 07:18:28";"";""
"269";"Achat Unique";"ACH-UNI";"Achat ponctuel";"Achat ponctuel";"OBJ-REF-101-TYPES-ACHATS";"2";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:18:28";"09/19/2026 07:18:28";"";""
"270";"Devis";"ACH-DEV";"Demande de devis en cours";"Demande de devis en cours";"OBJ-REF-101-TYPES-ACHATS";"3";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:18:29";"09/19/2026 07:18:29";"";""
"271";"Pack";"ACH-PAK";"Achat groupe (pack de produits/services)";"Achat groupe (pack de produits/services)";"OBJ-REF-101-TYPES-ACHATS";"4";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:18:30";"09/19/2026 07:18:30";"";""
"272";"Standard";"THM-STD";"Theme Power Pages standard";"Theme Power Pages standard";"OBJ-REF-102-TYPES-THEMES";"1";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:18:32";"09/19/2026 07:18:32";"";""
"273";"Personnalise";"THM-PER";"Theme personnalise pour un client";"Theme personnalise pour un client";"OBJ-REF-102-TYPES-THEMES";"2";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:18:32";"09/19/2026 07:18:32";"";""
"274";"Premium";"THM-PRM";"Theme premium avec options avancees";"Theme premium avec options avancees";"OBJ-REF-102-TYPES-THEMES";"3";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:18:33";"09/19/2026 07:18:33";"";""
"275";"Produit Physique";"PRD-PHY";"Produit physique (impression, objet...)";"Produit physique (impression, objet...)";"OBJ-REF-103-TYPES-PRODUITS";"1";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:18:35";"09/19/2026 07:18:35";"";""
"276";"Produit Numerique";"PRD-NUM";"Produit numerique (image, fichier...)";"Produit numerique (image, fichier...)";"OBJ-REF-103-TYPES-PRODUITS";"2";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:18:36";"09/19/2026 07:18:36";"";""
"278";"Service Produit";"PRD-SRV";"Prestation de service liee a un produit";"Prestation de service liee a un produit";"OBJ-REF-103-TYPES-PRODUITS";"3";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:20:07";"09/19/2026 07:20:07";"";""
"279";"Pack Produits";"PRD-PAK";"Pack/bundle de produits";"Pack/bundle de produits";"OBJ-REF-103-TYPES-PRODUITS";"4";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:20:08";"09/19/2026 07:20:08";"";""
"280";"DemainSite";"MRQ-DST";"Marque DemainSite (sites publics)";"Marque DemainSite (sites publics)";"OBJ-REF-104-MARQUES";"1";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:20:10";"09/19/2026 07:20:10";"";""
"281";"Edition PascLaure";"MRQ-EPL";"Marque Edition PascLaure (catalogue photos/affiches)";"Marque Edition PascLaure (catalogue photos/affiches)";"OBJ-REF-104-MARQUES";"2";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:20:11";"09/19/2026 07:20:11";"";""
"282";"Blogs-Site";"MRQ-BLS";"Marque Blogs-Site (intranet/extranet clients)";"Marque Blogs-Site (intranet/extranet clients)";"OBJ-REF-104-MARQUES";"3";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:20:11";"09/19/2026 07:20:11";"";""
"283";"Documents";"BIB-DOC";"Bibliotheque de documents generaux";"Bibliotheque de documents generaux";"OBJ-REF-105-TYPES-BIBLIOTHEQUES";"1";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:22:42";"09/19/2026 07:22:42";"";""
"284";"Media";"BIB-MED";"Bibliotheque de medias (images, videos...)";"Bibliotheque de medias (images, videos...)";"OBJ-REF-105-TYPES-BIBLIOTHEQUES";"2";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:22:42";"09/19/2026 07:22:42";"";""
"285";"Archive";"BIB-ARC";"Bibliotheque archivee / historique";"Bibliotheque archivee / historique";"OBJ-REF-105-TYPES-BIBLIOTHEQUES";"3";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:22:43";"09/19/2026 07:22:43";"";""
"286";"Rapports";"BIB-RAP";"Bibliotheque de rapports generes";"Bibliotheque de rapports generes";"OBJ-REF-105-TYPES-BIBLIOTHEQUES";"4";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:22:44";"09/19/2026 07:22:44";"";""
"287";"CSV";"BIB-CSV";"Bibliotheque de fichiers CSV";"Bibliotheque de fichiers CSV";"OBJ-REF-105-TYPES-BIBLIOTHEQUES";"5";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:22:45";"09/19/2026 07:22:45";"";""
"288";"Outils";"BIB-OUT";"Bibliotheque de scripts/outils";"Bibliotheque de scripts/outils";"OBJ-REF-105-TYPES-BIBLIOTHEQUES";"6";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:22:45";"09/19/2026 07:22:45";"";""
"289";"Audits";"BIB-AUD";"Bibliotheque de rapports d'audit";"Bibliotheque de rapports d'audit";"OBJ-REF-105-TYPES-BIBLIOTHEQUES";"7";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:22:46";"09/19/2026 07:22:46";"";""
"290";"Coffre";"BIB-COF";"Bibliotheque de sauvegarde/coffre-fort";"Bibliotheque de sauvegarde/coffre-fort";"OBJ-REF-105-TYPES-BIBLIOTHEQUES";"8";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:22:47";"09/19/2026 07:22:47";"";""
"291";"Assets";"BIB-AST";"Bibliotheque de ressources techniques (site assets)";"Bibliotheque de ressources techniques (site assets)";"OBJ-REF-105-TYPES-BIBLIOTHEQUES";"9";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:22:47";"09/19/2026 07:22:47";"";""
"292";"Pages";"BIB-PAG";"Bibliotheque des pages SharePoint (Site Pages)";"Bibliotheque des pages SharePoint (Site Pages)";"OBJ-REF-105-TYPES-BIBLIOTHEQUES";"10";"VALIDE-V1";"Oui";"Non";"Non";"";"";"";"09/19/2026 07:22:48";"09/19/2026 07:22:48";"";""
"293";"Responsabilite Principale";"RSP-PRI";"ND";"";"OBJ-REF-106-NIVEAUX-RESPONSABILITE";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:35";"09/19/2026 08:04:35";"";""
"294";"Responsabilite Secondaire";"RSP-SEC";"ND";"";"OBJ-REF-106-NIVEAUX-RESPONSABILITE";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:36";"09/19/2026 08:04:36";"";""
"295";"Responsabilite Suppleante";"RSP-SUP";"ND";"";"OBJ-REF-106-NIVEAUX-RESPONSABILITE";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:37";"09/19/2026 08:04:37";"";""
"296";"Responsabilite Validation";"RSP-VAL";"ND";"";"OBJ-REF-106-NIVEAUX-RESPONSABILITE";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:37";"09/19/2026 08:04:37";"";""
"297";"Responsabilite Observation";"RSP-OBS";"ND";"";"OBJ-REF-106-NIVEAUX-RESPONSABILITE";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:38";"09/19/2026 08:04:38";"";""
"298";"Organisation Cliente";"ORG-CLI";"ND";"";"OBJ-REF-107-TYPES-ORGANISATIONS";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:40";"09/19/2026 08:04:40";"";""
"299";"Organisation Fournisseur";"ORG-FOU";"ND";"";"OBJ-REF-107-TYPES-ORGANISATIONS";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:41";"09/19/2026 08:04:41";"";""
"300";"Organisation Partenaire";"ORG-PRT";"ND";"";"OBJ-REF-107-TYPES-ORGANISATIONS";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:41";"09/19/2026 08:04:41";"";""
"301";"Organisation Interne";"ORG-INT";"ND";"";"OBJ-REF-107-TYPES-ORGANISATIONS";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:43";"09/19/2026 08:04:43";"";""
"302";"Organisation Prestataire";"ORG-PRE";"ND";"";"OBJ-REF-107-TYPES-ORGANISATIONS";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:43";"09/19/2026 08:04:43";"";""
"303";"Organisation Associative";"ORG-ASS";"ND";"";"OBJ-REF-107-TYPES-ORGANISATIONS";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:43";"09/19/2026 08:04:43";"";""
"304";"Secteur Commerce";"SEC-COM";"ND";"";"OBJ-REF-108-SECTEURS-ACTIVITE";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:45";"09/19/2026 08:04:45";"";""
"305";"Secteur Industrie";"SEC-IND";"ND";"";"OBJ-REF-108-SECTEURS-ACTIVITE";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:46";"09/19/2026 08:04:46";"";""
"306";"Secteur Services";"SEC-SER";"ND";"";"OBJ-REF-108-SECTEURS-ACTIVITE";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:47";"09/19/2026 08:04:47";"";""
"307";"Secteur Public";"SEC-PUB";"ND";"";"OBJ-REF-108-SECTEURS-ACTIVITE";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:47";"09/19/2026 08:04:47";"";""
"308";"Secteur Associatif";"SEC-ASS";"ND";"";"OBJ-REF-108-SECTEURS-ACTIVITE";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:48";"09/19/2026 08:04:48";"";""
"309";"Secteur Agriculture";"SEC-AGR";"ND";"";"OBJ-REF-108-SECTEURS-ACTIVITE";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:49";"09/19/2026 08:04:49";"";""
"310";"Secteur Technologie";"SEC-TEC";"ND";"";"OBJ-REF-108-SECTEURS-ACTIVITE";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:50";"09/19/2026 08:04:50";"";""
"311";"Compte Principal";"CPT-PRI";"ND";"";"OBJ-REF-109-TYPES-COMPTES";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:51";"09/19/2026 08:04:51";"";""
"312";"Compte Facturation";"CPT-FAC";"ND";"";"OBJ-REF-109-TYPES-COMPTES";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:52";"09/19/2026 08:04:52";"";""
"313";"Compte Livraison";"CPT-LIV";"ND";"";"OBJ-REF-109-TYPES-COMPTES";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:53";"09/19/2026 08:04:53";"";""
"314";"Compte Secondaire";"CPT-SEC";"ND";"";"OBJ-REF-109-TYPES-COMPTES";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:53";"09/19/2026 08:04:53";"";""
"315";"Contact Principal";"CNT-PRI";"ND";"";"OBJ-REF-110-TYPES-CONTACTS";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:55";"09/19/2026 08:04:55";"";""
"316";"Contact Technique";"CNT-TEC";"ND";"";"OBJ-REF-110-TYPES-CONTACTS";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:56";"09/19/2026 08:04:56";"";""
"317";"Contact Commercial";"CNT-COM";"ND";"";"OBJ-REF-110-TYPES-CONTACTS";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:57";"09/19/2026 08:04:57";"";""
"318";"Contact Facturation";"CNT-FAC";"ND";"";"OBJ-REF-110-TYPES-CONTACTS";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:58";"09/19/2026 08:04:58";"";""
"319";"Contact Administratif";"CNT-ADM";"ND";"";"OBJ-REF-110-TYPES-CONTACTS";"";"";"Oui";"Non";"Non";"";"";"";"09/19/2026 08:04:58";"09/19/2026 08:04:58";"";""
