"id";"Title";"CODESCRIPT";"NOMSCRIPT";"ORDREEXECUTION";"DOMAINE";"FONCTIONPRINCIPALE";"UTILITE";"TYPEOBJET";"STATUTCATALOGUE";"VERSIONCIBLE";"SOURCEOFFICIELLE";"NOTES";"OBJREF";"CODESCRIPT0";"NOMSCRIPT0";"DESCRIPTIONSCRIPT";"ORDREEXECUTION0";"EXISTENCESCRIPT0";"VERSIONSCRIPT";"CHEMINSCRIPT";"TYPESCRIPTREF";"STATUTSCRIPTREF";"JOURNALISATIONREF";"EXISTENCESCRIPTREF";"ACTIFREF";"VERROUILLEREF";"NBUSAGESSHAREPOINT";"NBUSAGESSCRIPTS";"NBUSAGESTOTAL";"NBDOUBLONSCATALOGUE";"STATUTPROTECTION";"DATEDERNIERCONTROLEUSAGES";"Modified";"Created";"Author";"Editor"
"79";"70-59.ps1";"70-59";"70-59.ps1";"59";"ND";"Test-DSEExecutionId";"Fonction PowerShell Test-DSEExecutionId du groupe 70-OUTILS.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local: C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-59.ps1";"Taille=560 octets; Derniere modification=2026-09-17T13:27:11; Fonction PowerShell=Test-DSEExecutionId; Preuve=analyse AST locale; Placeholder=False";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-59.ps1";"";"";"";"";"";"";"0";"0";"0";"0";"RESERVE-FUTUR-A-ORCHESTRER";"09/18/2026 14:28:52";"09/19/2026 09:12:00";"09/17/2026 12:16:33";"";""
"80";"70-60.ps1";"70-60";"70-60.ps1";"60";"ND";"Test-DSEExecutionWorkflowId";"Fonction PowerShell Test-DSEExecutionWorkflowId du groupe 70-OUTILS.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local: C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-60.ps1";"Taille=574 octets; Derniere modification=2026-09-17T13:27:11; Fonction PowerShell=Test-DSEExecutionWorkflowId; Preuve=analyse AST locale; Placeholder=False";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-60.ps1";"";"";"";"";"";"";"0";"0";"0";"0";"RESERVE-FUTUR-A-ORCHESTRER";"09/18/2026 14:28:52";"09/19/2026 09:12:01";"09/17/2026 12:16:34";"";""
"81";"70-61.ps1";"70-61";"70-61.ps1";"61";"ND";"Test-DSEExecutionVersion";"Fonction PowerShell Test-DSEExecutionVersion du groupe 70-OUTILS.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local: C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-61.ps1";"Taille=542 octets; Derniere modification=2026-09-17T13:27:11; Fonction PowerShell=Test-DSEExecutionVersion; Preuve=analyse AST locale; Placeholder=False";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-61.ps1";"";"";"";"";"";"";"0";"0";"0";"0";"RESERVE-FUTUR-A-ORCHESTRER";"09/18/2026 14:28:52";"09/19/2026 09:12:01";"09/17/2026 12:16:35";"";""
"82";"70-62.ps1";"70-62";"70-62.ps1";"62";"ND";"Get-DSEExecutionKey";"Fonction PowerShell Get-DSEExecutionKey du groupe 70-OUTILS.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local: C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-62.ps1";"Taille=624 octets; Derniere modification=2026-09-17T13:27:11; Fonction PowerShell=Get-DSEExecutionKey; Preuve=analyse AST locale; Placeholder=False";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-62.ps1";"";"";"";"";"";"";"0";"1";"1";"0";"PROTEGE-UTILISE";"09/18/2026 14:28:52";"09/19/2026 09:12:02";"09/17/2026 12:16:36";"";""
"83";"70-63.ps1";"70-63";"70-63.ps1";"63";"ND";"Test-DSEExecutionWorkflow";"Fonction PowerShell Test-DSEExecutionWorkflow du groupe 70-OUTILS.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local: C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-63.ps1";"Taille=934 octets; Derniere modification=2026-09-17T13:27:11; Fonction PowerShell=Test-DSEExecutionWorkflow; Preuve=analyse AST locale; Placeholder=False";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-63.ps1";"";"";"";"";"";"";"0";"1";"1";"0";"PROTEGE-UTILISE";"09/18/2026 14:28:52";"09/19/2026 09:12:03";"09/17/2026 12:16:37";"";""
"84";"70-64.ps1";"70-64";"70-64.ps1";"64";"ND";"Test-DSEExecutionValidation";"Fonction PowerShell Test-DSEExecutionValidation du groupe 70-OUTILS.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local: C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-64.ps1";"Taille=1007 octets; Derniere modification=2026-09-17T13:27:12; Fonction PowerShell=Test-DSEExecutionValidation; Preuve=analyse AST locale; Placeholder=False";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-64.ps1";"";"";"";"";"";"";"0";"0";"0";"0";"RESERVE-FUTUR-A-ORCHESTRER";"09/18/2026 14:28:52";"09/19/2026 09:12:04";"09/17/2026 12:16:37";"";""
"85";"70-65.ps1";"70-65";"70-65.ps1";"65";"ND";"Test-DSEExecutionSingleActive";"Fonction PowerShell Test-DSEExecutionSingleActive du groupe 70-OUTILS.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local: C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-65.ps1";"Taille=874 octets; Derniere modification=2026-09-17T13:27:12; Fonction PowerShell=Test-DSEExecutionSingleActive; Preuve=analyse AST locale; Placeholder=False";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-65.ps1";"";"";"";"";"";"";"0";"0";"0";"0";"RESERVE-FUTUR-A-ORCHESTRER";"09/18/2026 14:28:52";"09/19/2026 09:12:05";"09/17/2026 12:16:38";"";""
"86";"70-66.ps1";"70-66";"70-66.ps1";"66";"ND";"New-DSEExecution";"Fonction PowerShell New-DSEExecution du groupe 70-OUTILS.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local: C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-66.ps1";"Taille=1200 octets; Derniere modification=2026-09-17T13:27:12; Fonction PowerShell=New-DSEExecution; Preuve=analyse AST locale; Placeholder=False";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-66.ps1";"";"";"";"";"";"";"0";"0";"0";"0";"RESERVE-FUTUR-A-ORCHESTRER";"09/18/2026 14:28:52";"09/19/2026 09:12:05";"09/17/2026 12:16:39";"";""
"87";"70-67.ps1";"70-67";"70-67.ps1";"67";"ND";"Test-DSEExecutionSteps";"Fonction PowerShell Test-DSEExecutionSteps du groupe 70-OUTILS.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local: C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-67.ps1";"Taille=646 octets; Derniere modification=2026-09-17T13:27:12; Fonction PowerShell=Test-DSEExecutionSteps; Preuve=analyse AST locale; Placeholder=False";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-67.ps1";"";"";"";"";"";"";"0";"0";"0";"0";"RESERVE-FUTUR-A-ORCHESTRER";"09/18/2026 14:28:52";"09/19/2026 09:12:06";"09/17/2026 12:16:40";"";""
"88";"70-68.ps1";"70-68";"70-68.ps1";"68";"ND";"Test-DSEExecution";"Fonction PowerShell Test-DSEExecution du groupe 70-OUTILS.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local: C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-68.ps1";"Taille=655 octets; Derniere modification=2026-09-17T13:27:12; Fonction PowerShell=Test-DSEExecution; Preuve=analyse AST locale; Placeholder=False";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-68.ps1";"";"";"";"";"";"";"0";"8";"8";"0";"PROTEGE-UTILISE";"09/18/2026 14:28:52";"09/19/2026 09:12:07";"09/17/2026 12:16:40";"";""
"89";"70-69.ps1";"70-69";"70-69.ps1";"69";"ND";"Add-DSEExecutionHistory";"Fonction PowerShell Add-DSEExecutionHistory du groupe 70-OUTILS.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local: C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-69.ps1";"Taille=737 octets; Derniere modification=2026-09-17T13:27:12; Fonction PowerShell=Add-DSEExecutionHistory; Preuve=analyse AST locale; Placeholder=False";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-69.ps1";"";"";"";"";"";"";"0";"0";"0";"0";"RESERVE-FUTUR-A-ORCHESTRER";"09/18/2026 14:28:52";"09/19/2026 09:12:08";"09/17/2026 12:16:41";"";""
"90";"70-70.ps1";"70-70";"70-70.ps1";"70";"ND";"Start-DSEExecution";"Fonction PowerShell Start-DSEExecution du groupe 70-OUTILS.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local: C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-70.ps1";"Taille=887 octets; Derniere modification=2026-09-17T13:27:12; Fonction PowerShell=Start-DSEExecution; Preuve=analyse AST locale; Placeholder=False";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-70.ps1";"";"";"";"";"";"";"0";"0";"0";"0";"RESERVE-FUTUR-A-ORCHESTRER";"09/18/2026 14:28:52";"09/19/2026 09:12:09";"09/17/2026 12:16:43";"";""
"91";"70-71.ps1";"70-71";"70-71.ps1";"71";"ND";"Complete-DSEExecution";"Fonction PowerShell Complete-DSEExecution du groupe 70-OUTILS.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local: C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-71.ps1";"Taille=874 octets; Derniere modification=2026-09-17T13:27:12; Fonction PowerShell=Complete-DSEExecution; Preuve=analyse AST locale; Placeholder=False";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-71.ps1";"";"";"";"";"";"";"0";"0";"0";"0";"RESERVE-FUTUR-A-ORCHESTRER";"09/18/2026 14:28:52";"09/19/2026 09:12:10";"09/17/2026 12:16:43";"";""
"92";"70-72.ps1";"70-72";"70-72.ps1";"72";"ND";"Fail-DSEExecution";"Fonction PowerShell Fail-DSEExecution du groupe 70-OUTILS.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local: C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-72.ps1";"Taille=976 octets; Derniere modification=2026-09-17T13:27:12; Fonction PowerShell=Fail-DSEExecution; Preuve=analyse AST locale; Placeholder=False";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-72.ps1";"";"";"";"";"";"";"0";"0";"0";"0";"RESERVE-FUTUR-A-ORCHESTRER";"09/18/2026 14:28:52";"09/19/2026 09:12:11";"09/17/2026 12:16:44";"";""
"93";"70-73.ps1";"70-73";"70-73.ps1";"73";"ND";"Cancel-DSEExecution";"Fonction PowerShell Cancel-DSEExecution du groupe 70-OUTILS.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local: C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-73.ps1";"Taille=908 octets; Derniere modification=2026-09-17T13:27:12; Fonction PowerShell=Cancel-DSEExecution; Preuve=analyse AST locale; Placeholder=False";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-73.ps1";"";"";"";"";"";"";"0";"0";"0";"0";"RESERVE-FUTUR-A-ORCHESTRER";"09/18/2026 14:28:52";"09/19/2026 09:12:12";"09/17/2026 12:16:44";"";""
"94";"70-74.ps1";"70-74";"70-74.ps1";"74";"ND";"Get-DSEExecutionMetrics";"Fonction PowerShell Get-DSEExecutionMetrics du groupe 70-OUTILS.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local: C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-74.ps1";"Taille=806 octets; Derniere modification=2026-09-17T13:27:12; Fonction PowerShell=Get-DSEExecutionMetrics; Preuve=analyse AST locale; Placeholder=False";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-74.ps1";"";"";"";"";"";"";"0";"0";"0";"0";"RESERVE-FUTUR-A-ORCHESTRER";"09/18/2026 14:28:52";"09/19/2026 09:12:13";"09/17/2026 12:16:45";"";""
"95";"70-75.ps1";"70-75";"70-75.ps1";"75";"ND";"Reset-DSEExecution";"Fonction PowerShell Reset-DSEExecution du groupe 70-OUTILS.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local: C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-75.ps1";"Taille=706 octets; Derniere modification=2026-09-17T13:27:12; Fonction PowerShell=Reset-DSEExecution; Preuve=analyse AST locale; Placeholder=False";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-75.ps1";"";"";"";"";"";"";"0";"0";"0";"0";"RESERVE-FUTUR-A-ORCHESTRER";"09/18/2026 14:28:52";"09/19/2026 09:12:15";"09/17/2026 12:16:46";"";""
"96";"70-76.ps1";"70-76";"70-76.ps1";"76";"ND";"Set-DSEExecutionHistoryStatus";"Fonction PowerShell Set-DSEExecutionHistoryStatus du groupe 70-OUTILS.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local: C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-76.ps1";"Taille=595 octets; Derniere modification=2026-09-17T13:27:12; Fonction PowerShell=Set-DSEExecutionHistoryStatus; Preuve=analyse AST locale; Placeholder=False";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-76.ps1";"";"";"";"";"";"";"0";"0";"0";"0";"RESERVE-FUTUR-A-ORCHESTRER";"09/18/2026 14:28:52";"09/19/2026 09:12:15";"09/17/2026 12:16:47";"";""
"97";"70-77.ps1";"70-77";"70-77.ps1";"77";"ND";"Export-DSEExecutions";"Fonction PowerShell Export-DSEExecutions du groupe 70-OUTILS.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local: C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-77.ps1";"Taille=1102 octets; Derniere modification=2026-09-17T13:27:12; Fonction PowerShell=Export-DSEExecutions; Preuve=analyse AST locale; Placeholder=False";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-77.ps1";"";"";"";"";"";"";"0";"0";"0";"0";"RESERVE-FUTUR-A-ORCHESTRER";"09/18/2026 14:28:52";"09/19/2026 09:12:16";"09/17/2026 12:16:47";"";""
"98";"70-78.ps1";"70-78";"70-78.ps1";"78";"ND";"Normalize-Text";"Fonction réutilisable extraite d'un script B-A : Normalize-Text.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local validé : C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-78.ps1";"Taille=583 octets; Date=2026-09-17T14:40:25; Fonction extraite d'une version B-A canonique.";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-78.ps1";"";"";"";"";"";"";"0";"8";"8";"0";"PROTEGE-UTILISE";"09/18/2026 14:28:52";"09/19/2026 09:12:17";"09/17/2026 12:43:04";"";""
"99";"70-79.ps1";"70-79";"70-79.ps1";"79";"ND";"Get-PropertyValueSafe";"Fonction réutilisable extraite d'un script B-A : Get-PropertyValueSafe.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local validé : C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-79.ps1";"Taille=397 octets; Date=2026-09-17T14:40:25; Fonction extraite d'une version B-A canonique.";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-79.ps1";"";"";"";"";"";"";"0";"10";"10";"0";"PROTEGE-UTILISE";"09/18/2026 14:28:52";"09/19/2026 09:12:18";"09/17/2026 12:43:05";"";""
"100";"70-80.ps1";"70-80";"70-80.ps1";"80";"ND";"Get-LookupIds";"Fonction réutilisable extraite d'un script B-A : Get-LookupIds.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local validé : C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-80.ps1";"Taille=608 octets; Date=2026-09-17T14:40:25; Fonction extraite d'une version B-A canonique.";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-80.ps1";"";"";"";"";"";"";"0";"5";"5";"0";"PROTEGE-UTILISE";"09/18/2026 14:28:52";"09/19/2026 09:12:19";"09/17/2026 12:43:06";"";""
"101";"70-81.ps1";"70-81";"70-81.ps1";"81";"ND";"Get-ItemValue";"Fonction réutilisable extraite d'un script B-A : Get-ItemValue.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local validé : C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-81.ps1";"Taille=577 octets; Date=2026-09-17T14:40:44; Fonction extraite d'une version B-A canonique.";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-81.ps1";"";"";"";"";"";"";"0";"11";"11";"0";"PROTEGE-UTILISE";"09/18/2026 14:28:52";"09/19/2026 09:12:19";"09/17/2026 12:43:07";"";""
"102";"70-82.ps1";"70-82";"70-82.ps1";"82";"ND";"Convert-AuditValue";"Fonction réutilisable extraite d'un script B-A : Convert-AuditValue.";"OUTIL-FONCTION-INDIVIDUELLE";"PROPOSITION-B-A-A-VALIDER";"V0.1.0";"Fichier local validé : C:\Users\PascalZIMMER_b9lyro1\DemainSite\DEM - Ecosysteme - DSE-OUTILS\SCRIPTS\70-OUTILS\70-82.ps1";"Taille=530 octets; Date=2026-09-17T14:40:25; Fonction extraite d'une version B-A canonique.";"OUTIL - FONCTION INDIVIDUELLE | PROPOSITION B-A - A VALIDER | EXISTENCE SCRIPT - NON VERIFIEE";"";"";"";"";"";"";"70-OUTILS\70-82.ps1";"";"";"";"";"";"";"0";"1";"1";"0";"PROTEGE-UTILISE";"09/18/2026 14:28:52";"09/19/2026 09:12:20";"09/17/2026 12:43:08";"";""
"103";"70-83";"70-83";"70-83";"";"";"";"";"";"";"";"";"Ajout automatique par 40-02. OBJ-REF à valider manuellement.";"";"";"";"";"";"";"";"70-OUTILS\70-83.ps1";"";"";"";"";"";"";"0";"10";"10";"0";"PROTEGE-UTILISE";"09/18/2026 14:28:52";"09/18/2026 14:29:17";"09/18/2026 12:33:48";"";""
"104";"70-84";"70-84";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"70-OUTILS\70-84.ps1";"";"";"";"";"";"";"";"";"";"";"";"";"09/19/2026 09:12:21";"09/19/2026 08:43:05";"";""
