"id";"Title";"IDGeoCapitale";"CodeCapitale";"DescriptionCapitale";"Actif";"OrdreAffichage";"ValidationDSE";"Verrouille";"ControlePascAra";"AnomalieDetectee";"NotesDSE";"OBJREF";"PaysGeo";"Modified";"Created";"Author";"Editor"
"234";"Montevideo";"ID-GEO-CAP-000234";"CAP-UY";"";"Oui";"141";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:55";"09/10/2026 08:55:55";"UserId:11";"UserId:11"
"235";"Tachkent";"ID-GEO-CAP-000235";"CAP-UZ";"";"Oui";"221";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:56";"09/10/2026 08:55:56";"UserId:11";"UserId:11"
"236";"Cité du Vatican";"ID-GEO-CAP-000236";"CAP-VA";"";"Oui";"52";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:58";"09/10/2026 08:55:58";"UserId:11";"UserId:11"
"237";"Kingstown";"ID-GEO-CAP-000237";"CAP-VC";"";"Oui";"103";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:55:59";"09/10/2026 08:55:59";"UserId:11";"UserId:11"
"238";"Caracas";"ID-GEO-CAP-000238";"CAP-VE";"";"Oui";"47";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:56:01";"09/10/2026 08:56:01";"UserId:11";"UserId:11"
"239";"Road Town";"ID-GEO-CAP-000239";"CAP-VG";"";"Oui";"194";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:56:02";"09/10/2026 08:56:02";"UserId:11";"UserId:11"
"240";"Charlotte-Amélie";"ID-GEO-CAP-000240";"CAP-VI";"";"Oui";"50";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:56:04";"09/10/2026 08:56:04";"UserId:11";"UserId:11"
"241";"Hanoi";"ID-GEO-CAP-000241";"CAP-VN";"";"Oui";"85";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:56:05";"09/10/2026 08:56:05";"UserId:11";"UserId:11"
"242";"Port Vila";"ID-GEO-CAP-000242";"CAP-VU";"";"Oui";"181";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:56:07";"09/10/2026 08:56:07";"UserId:11";"UserId:11"
"243";"Mata-Utu";"ID-GEO-CAP-000243";"CAP-WF";"";"Oui";"135";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:56:08";"09/10/2026 08:56:08";"UserId:11";"UserId:11"
"244";"Apia";"ID-GEO-CAP-000244";"CAP-WS";"";"Oui";"13";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:56:10";"09/10/2026 08:56:10";"UserId:11";"UserId:11"
"245";"Sana'a";"ID-GEO-CAP-000245";"CAP-YE";"";"Oui";"205";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:56:11";"09/10/2026 08:56:11";"UserId:11";"UserId:11"
"246";"Mamoudzou";"ID-GEO-CAP-000246";"CAP-YT";"";"Oui";"127";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:56:13";"09/10/2026 08:56:13";"UserId:11";"UserId:11"
"247";"Pretoria";"ID-GEO-CAP-000247";"CAP-ZA";"";"Oui";"186";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:56:14";"09/10/2026 08:56:14";"UserId:11";"UserId:11"
"248";"Lusaka";"ID-GEO-CAP-000248";"CAP-ZM";"";"Oui";"120";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:56:16";"09/10/2026 08:56:16";"UserId:11";"UserId:11"
"249";"Harare";"ID-GEO-CAP-000249";"CAP-ZW";"";"Oui";"86";"Non";"Non";"";"";"Import GEO-CAPITALES V1";"";"";"09/10/2026 08:56:17";"09/10/2026 08:56:17";"UserId:11";"UserId:11"
